vr_id,Kavaler_id,Kavaler_eid,VR_Nr,Liik_ja_järk,Otsus_kp,Otsus_tekst,Täpsustus
VRA-2570,VRK-2171,66eabd522e92de098dfcee97,2570,I/3,1921-11-02,"Tallinna linna komandandile, Alampolkownik Oskar Aleksandri p. RAUDWERE’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2571,VRK-2514,66eabd852e92de098dfd001b,2571,I/3,1921-11-02,"5 jalawäe polgu nooremale ohwitserile, Lipnik Gustaw SIMMO’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2572,VRK-0031,66eabbe82e92de098dfc826d,2572,I/3,1921-11-02,"endisele 7 jalawäe polgu ülema abile, kapten Eduard Andrese p. AHMAN’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2573,VRK-1755,66eabd112e92de098dfcd9c5,2573,I/3,1921-11-02,"Soomusauto roodu ülemale, alamkapten Albert Juhani p. OJASSON’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2574,VRK-2849,66eabdbb2e92de098dfd111e,2574,I/3,1921-11-02,"3 jalawäe polgu side komando ülema abile, Leitnant Hugo Jaani p. TSCHUHNA’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2575,VRK-2164,66eabd512e92de098dfcee55,2575,I/3,1921-11-02,"3 jalawäe polgu 3 roodu nooremale ohwitserile, Leitnant Oswald Mihkli p. EISEN’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2576,VRK-2645,66eabd992e92de098dfd06b8,2576,I/3,1921-11-02,"Endisele 6 jalawäe polgu 11 roodu ülemale, Alamkapten Reinhold-Karl Johannese p. TÄHT’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2577,VRK-0303,66eabc142e92de098dfc9023,2577,I/3,1921-11-02,"Kitsaroopaliste soomusrongide ülemale, Alampolkownik Arwed Juhani p. ENGMANN’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2578,VRK-1510,66eabceb2e92de098dfccd52,2578,I/2,1921-11-02,"Wabariigi Sõjakooli ülemale, Alampolkownik Willem Juhani p. MARDER’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud 2 tagawara pataljoni, Sakala polgu ja Wabariigi Sõjakooli ülemana.",
VRA-2579,VRK-1678,66eabd042e92de098dfcd5b5,2579,I/3,1921-11-02,"Kitsaroopalise soomusrongi Nr 2 komandandile, alamkapten Edgar Otto p. NEGGO’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2580,VRK-2260,66eabd5f2e92de098dfcf32a,2580,I/3,1921-11-02,"Soomusrongide diwiisi staabi käskudetäitja staabi ohvitserile, Alamkapten Karl Antoni p. RIIGOW’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2581,VRK-0333,66eabc1b2e92de098dfc91a9,2581,I/3,1921-11-02,"Soomusrongide brigaadi komandandile, Leitnant Arnold Aleksandri p. EWERTSON’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2582,VRK-2802,66eabdb12e92de098dfd0e97,2582,I/3,1921-11-02,"Endisele 7 piiriküti pataljoni ülemale, Kapten Ferdinand Hansu p. TÕNSO’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2583,VRK-2717,66eabda42e92de098dfd0a44,2583,I/3,1921-11-02,"Warustuswalitsuse sõjariistade osakonna ülemale, Tehnik Aleksander Hansu p. TEDDER’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2584,VRK-1145,66eabcb22e92de098dfcbacd,2584,I/3,1921-11-02,"Alamohwitseride kooli ülemale, Alampolkownik Emil Leonhardi p. KURSK’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2585,VRK-1606,66eabcf92e92de098dfcd226,2585,I/3,1921-11-02,"Sõjawägede staabi arhiivi hoidjale, sõjaaegsele ametnikule Bernhard Karli p. MOIK’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma väsimata kaastööga sõjawäe asutuste organiseerimise ja korraldamise töös.",
VRA-2586,VRK-2169,66eabd522e92de098dfcee98,2586,I/3,1921-11-02,"Endise Scouts polgu alamleitnandile Rudolf Joosepi p. RAUDSEPP’ale, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga Scouts polgu organiseerimise ja korraldamise töös.",
VRA-2587,VRK-1804,66eabd172e92de098dfcdc13,2587,I/3,1921-11-02,"Endise 3 suurtükiwäe diwisjoni wäljabatarei Nr 18 ülemale, alamkapten Johan Gustawi p OSTRAT’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga suurtükiwäe organiseerimise ja korraldamise töös.",
VRA-2588,VRK-2847,66eabdba2e92de098dfd10e1,2588,I/3,1921-11-02,"Wäljapatarei Nr 4 ülemale, Kapten Karl Karli p. TULFF’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga suurtükiwäe organiseerimise ja korraldamise töös.",
VRA-2589,VRK-1259,66eabcc62e92de098dfcc0a1,2589,I/3,1921-11-02,"2 suurtükiwäe polgu ülema abile, kapten Georg Aleksandri p LEETS’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga suurtükiwäe organiseerimise ja korraldamise töös.",
VRA-2590,VRK-1297,66eabccb2e92de098dfcc26b,2590,I/3,1921-11-02,"2 suurtükiwäe polgu wäljabatarei Nr 10 ülemale, kapten Richard Karli p LESSEL’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga suurtükiwäe organiseerimise ja korraldamise töös.",
VRA-2591,VRK-2178,66eabd532e92de098dfcef18,2591,I/3,1921-11-02,"2 suurtükiwäe polgu õppekomando ülemale, Kapten Georg Jaani p. RASUMOW’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga suurtükiwäe organiseerimise ja korraldamise töös.",
VRA-2592,VRK-3024,66eabdd72e92de098dfd1a01,2592,I/3,1921-11-02,"Soomusrongide brigaadi staabi weltweeblile Johannes Matwei p. WICHMANN’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga soomusrongide brigaadi staabi kantselei töö korraldamisel.",
VRA-2593,VRK-1990,66eabd352e92de098dfce576,2593,I/3,1921-11-02,"5 jalawäe polgu 5 roodu wanemale ohwitserile, Leitnant Rudolf Karli p. PIIR’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud oma eeskujuliku teenistuskohuste täitmisega.",Täpsustus: teenis 1. roodus. [J.P.]
VRA-2594,VRK-0689,66eabc5a2e92de098dfca3af,2594,I/3,1921-11-02,"5 jalawäe polgu 7 roodu wanemale ohwitserile, leitnant Johannes Juhani p. JÕGI’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud oma eeskujuliku teenistuskohuste täitmisega.",
VRA-2595,VRK-1276,66eabcc82e92de098dfcc165,2595,I/3,1921-11-02,"3 diwiisi staabi käskudetäitja ohwitserile, kapten Johannes Mihkli p. LEMBRA’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma eeskujuliku teenistuskohuste täitmisega.",
VRA-2596,VRK-1358,66eabcd32e92de098dfcc577,2596,I/3,1921-11-02,"5 jalawäe polgu kuulipildujate roodu ülemale, Leitnant Rudolf Priidiku p. LINTS’ile, hinnates Teie sõjalisi teenuseid, mis Teie ülesnäitanud oma eeskujuliku teenistuskohuste täitmisega.",
VRA-2597,VRK-2003,66eabd372e92de098dfce635,2597,I/3,1921-11-02,"Soomusrongide diwiisi intendandile, sõjawäe ametnik Mihkel Mihkli p. PIPERAL’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga soomusrongide warustamise alal.",
VRA-2598,VRK-2291,66eabd632e92de098dfcf4af,2598,I/3,1921-11-02,"Endisele 8 jalawäe polgu ülema abile, kapten Aleksander Hansu p. ROSALK’ile hinnates sõjalisi teenuseid, mis Teie üles näidanud polgu ülema abina 8 jalawäe polgu roodude juhatamisel nowembri kuu algul 1919 a. Põtalowa all ja 18 detsembril 1919 a. Samokrassi küla juures Narwa all.",
VRA-2599,VRK-1412,66eabcdc2e92de098dfcc842,2599,I/3,1921-11-02,"Endise 2 Ratsa polgu ülemale, Alampolkownik Richard Andrese p. LUIK’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõjas 1919 a. 2. Ratsa polku juhatades.",
VRA-2600,VRK-1786,66eabd152e92de098dfcdb49,2600,I/2,1921-11-02,"Endisele 2 suurtükiwäe polgu ülemale, alampolkownik Johannes Andrese p. ROSKA’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel suurtükiwäe organiseerimise ja korraldamise töös.",
VRA-2601,VRK-0339,66eabc1c2e92de098dfc91ea,2601,I/2,1921-11-02,"2 suurtükiwäe polgu ülemale, Polkownik Georg Jaani p. FEOFANOW’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel suurtükiwäe organiseerimise ja korraldamise töös.",
VRA-2602,VRK-1983,66eabd342e92de098dfce533,2602,I/3,1921-11-02,"Endise II Diwiisi wanemale arstile, sanitaar-kapten Rudolf Johanni p. PIHO’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe terwishoiu alal.",
VRA-2603,VRK-2014,66eabd392e92de098dfce6ba,2603,I/3,1921-11-02,"2 diviisi sidumise salga wanemale arstile August Jaani p. POBOL’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe terwishoiu alal.",
VRA-2604,VRK-2704,66eabda22e92de098dfd09c2,2604,I/2,1921-11-02,"Endisele 3 diwiisi arstile, sanitaar-polkownik Paul Hansu p. TANILAS’ele, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel sõjawäe sanitaarkorralduste loomise töös.",
VRA-2605,VRK-2642,66eabd982e92de098dfd0675,2605,I/3,1921-11-02,"Warustuswalitsuse loomaterwishoiu ja hobustega warustamise osakonna ülemale weterinaar polkownikule Julius Jaani p. TAEKER’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe loomaterwishoiu alal.",
VRA-2606,VRK-1551,66eabcf12e92de098dfccf5c,2606,I/3,1921-11-02,"Miiniristleja „Lennuk’i“ wanemale miiniohwitserile, merewäe leitnant Konstantin Karli p. MEEL’i-le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga merewäe organiseerimise ja korraldamise töös.",
VRA-2607,VRK-1352,66eabcd32e92de098dfcc532,2607,I/3,1921-11-02,"Merejõudude tehnilise ja warustuse ameti ülemale, insener kapten Nikolai Aleksandri p. LINK’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga merewäe organiseerimise ja korraldamise töös.",
VRA-2608,VRK-0501,66eabc362e92de098dfc9a4b,2608,I/3,1921-11-02,"Endise Sadama tehaste ülemale, insener sõjawäe ametnik Edgar Karli p. HENDRIKSEN’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel sadama tehaste ülem-insenerina.",
VRA-2609,VRK-1610,66eabcf92e92de098dfcd267,2609,I/3,1921-11-02,"Laewastiku wanemale insener-elektrikule, noorem-leitnant Rudolf Johani p. MÖLLERSON’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga merewäe organiseerimise ja korraldamise töös.",
VRA-2610,VRK-2356,66eabd6e2e92de098dfcf7fc,2610,I/3,1921-11-02,"Korralduswalitsuse Inspektori osakonna autasu jaoskonna ülemale, sõjawäe ametnik Leopold Gustawi p. SAARNOK’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Inspektori osakonna asjaajajana ja autasu jaoskonna ülemana.",
VRA-2611,VRK-0089,66eabbf32e92de098dfc8577,2611,I/3,1921-11-02,"Kitsaroopaliste soomusrongide adjutandile, lipnik Oskar Karli p ANGELUS’ele, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga kitsaroopaliste soomusrongide organiseerimise ja korraldamise töös.",
VRA-2612,VRK-1998,66eabd362e92de098dfce5f7,2612,I/3,1921-11-02,"Endisele Scouts polgu ülemale, alampolkownik Friedrich Kondradi p. PINKA’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel Scouts polgu ülemana.",
VRA-2613,VRK-0018,66eabbe62e92de098dfc81eb,2613,I/3,1921-11-02,"Endise Kalewi Malewa polgu alamkaptenile Bernhard Juhani p. ABRAMS’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga Kalewi Malewa polgu organiseerimise ja korraldamise töös.",
VRA-2614,VRK-0538,66eabc3b2e92de098dfc9c13,2614,I/2,1921-11-02,"Soomusrongide diwiisi ülema abile, Alampolkownik Arnold Willemi p. HINNOM’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe organiseerimise ja korraldamise töös.",
VRA-2615,VRK-2137,66eabd4d2e92de098dfced0f,2615,I/3,1921-11-02,"6 jalawäe polgu 2 roodu nooremale ohwitserile, ohwitseri asetäitjale Georg Jüri p. BACHMAN’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel 6 jalawäe polgu noorema ohvitserina.",
VRA-2616,VRK-2364,66eabd6f2e92de098dfcf87c,2616,I/3,1921-11-02,"2 diwiisi side ülemale, leitnant Harry Friedrichi p. SAEBELMANN’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Wabadussõja kestusel 2 diwiisi side ülemana.",
VRA-2617,VRK-0999,66eabc972e92de098dfcb370,2617,I/3,1921-11-02,"1 diwiisi staabi komandandile, leitnant Aleksei Dionisi p KOIK’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud esimese diwiisi staabi komandandina.",
VRA-2618,VRK-2222,66eabd5a2e92de098dfcf162,2618,I/3,1921-11-02,"1 jalawäe polgu majanduse ülemale, Sõjawäe ametnik Mihkel Ado p. REMMA’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud esimese jalawäe polgu majanduse ülemana.",
VRA-2619,VRK-1566,66eabcf32e92de098dfcd01d,2619,I/3,1921-11-02,"1 jalawäe polgu tööroodu ülemale, alamkapten Eduard Peetri p. MELTS’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud esimese jalawäe polgu tööroodu ülemana.",
VRA-2620,VRK-1399,66eabcda2e92de098dfcc7be,2620,I/3,1921-11-02,"3 jalawäe polgu kohtu asjaajajale ja adjutandi abile, Alamkapten Jaan Mardi p. LUGUS’e-le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel oma wäsimata kaastööga sõjawäe asutuste organiseerimise ja korraldamise töös.",
VRA-2621,VRK-3016,66eabdd52e92de098dfd1982,2621,I/2,1920-10-13,"Endisele 2 kindluse raske suurtükiwäe diwisjoni ülemale, Alampolkownik Georg Jaani p. WESTEL’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel 2 kindluse raske suurtükiwäe diwisjoni organiseerimise, korraldamise ja juhtimise alal.",
VRA-2622,VRK-0160,66eabbfe2e92de098dfc8908,2622,II/3,1921-08-26,"Ratsa polgu leitnandile Martin BERGMANN’ile, hinnates wahwust, mis Teie üles näidanud lahingus 27 märtsil 1919 a. Wolkowa ja Fiandeni mõisate ning Lasbergi küla waldamisel.",
VRA-2623,VRK-3038,66eabdd92e92de098dfd1ac4,2623,II/3,1921-08-26,"Soomusrongi „Kapten Irw“ leitnandile Paul WILLEMI’ile, hinnates wahwust, mis Teie üles näidanud lahingus 21 juunil 1919 a. Loode jaama juures.",
VRA-2624,VRK-2648,66eabd9a2e92de098dfd06f5,2624,II/3,1921-08-26,"Merewäe Ekipaaschi leitnandile Aleksander Andrese p. TAKEL’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 3 augustil 1919 a. Killi küla ja Krasnaja Gorka mõisa all.",
VRA-2625,VRK-2984,66eabdd02e92de098dfd17f9,2625,II/3,1921-08-26,"Meredessant pataljoni 1 järgu alamohwitserile Johannes Juhani p. WASKO’le, hinnates wahwust, mis Teie üles näidanud lahingus 18 märtsil 1919 a. Orawa ja Kliima külade waldamisel.",
VRA-2626,VRK-0450,66eabc2e2e92de098dfc97c0,2626,II/3,1921-08-26,"Kitsaroopalise soomusrongi Nr 2 ohwitseri kohusetäitjale Mikko HÄNNINEN’ile, hinnates wahwust, mis Teie üles näidanud lahingus 2 mail 1919 a. Naukscheni mõisa waldamisel.",
VRA-2627,VRK-2385,66eabd722e92de098dfcf982,2627,II/3,1921-08-26,"Soomusrong Nr 5 nooremale alamohwitserile Jüri SALU’le, hinnates wahwust, mis Teie üles näidanud lahingus 22 nowembril 1919 a. Jamburgi all.",
VRA-2628,VRK-0141,66eabbfb2e92de098dfc8804,2628,II/3,1921-08-26,"Soomusrongi Nr 5 wanemale alamohwitserile Ado BÄRTELS’ile, hinnates wahwust, mis Teie üles näidanud lahingus 22 nowembril 1919 a. Jamburgi all.",
VRA-2629,VRK-1244,66eabcc42e92de098dfcbfe0,2629,II/3,1921-08-26,"Scouts polgu reamehele August LAURSON’ile, hinnates wahwust, mis Teie üles näidanud lahingus 23 augustil 1919 a. Gorjõnowa küla juures.",
VRA-2630,VRK-0984,66eabc932e92de098dfcb2ac,2630,II/3,1921-08-26,"Ratsa polgu kapralile Aleksander KLETENBERG’ile, hinnates wahwust, mis Teie üles näidanud lahingus 15/16 aprillil 1919 a. Pulli-Enno küla juures.",
VRA-2631,VRK-2075,66eabd442e92de098dfce9c2,2631,II/3,1921-08-26,"Lahingus langenud Ratsa polgu nooremale alamohwitserile Heinrich PUIDAK’ile, hinnates wahwust, mis Teie üles näidanud lahingus 15/16 aprillil 1919 a. Warese küla juures.",
VRA-2632,VRK-0376,66eabc222e92de098dfc93f5,2632,II/3,1921-08-26,"Ratsa polgu reamehele Walter GENGELBACH’ile, hinnates wahwust, mis Teie üles näidanud lahingus 25 märtsil 1919 a. Plaani kiriku juures.",
VRA-2633,VRK-2782,66eabdae2e92de098dfd0d92,2633,II/3,1921-08-26,"Ratsa polgu reamehele Jaan TÕLLASEPP’ale, hinnates wahwust, mis Teie üles näidanud lahingus 2 juunil 1919 a. folwark Gulbeni juures.",
VRA-2634,VRK-1650,66eabcff2e92de098dfcd46e,2634,II/3,1921-08-26,"Ratsapolgu wanemale alamohwitserile Johannes MUST’ile, hinnates wahwust, mis Teie üles näidanud lahingus 5 mail 1919 a. Rebase ja Sandi külade wahel.",
VRA-2635,VRK-1597,66eabcf72e92de098dfcd1a4,2635,II/3,1921-08-26,"Ratsa polgu reamehele Johannes MILISTWER’ile, hinnates wahwust, mis Teie üles näidanud lahingus öösel 24/25 märtsil 1919 a. Mikita küla waldamisel.",
VRA-2636,VRK-1789,66eabd152e92de098dfcdb4f,2636,II/3,1921-08-26,"Ratsa polgu wanemale alamohwitserile August ORAW’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus öösel 24/25 märtsil 1919 a. Mikita küla waldamisel.",
VRA-2637,VRK-1225,66eabcc02e92de098dfcbedc,2637,II/3,1921-08-26,"Ratsa polgu nooremale alamohwitserile Johannes LARWEN’ile, hinnates wahwust, mis Teie üles näidanud lahingus 3 aprillil 1919 a. Wedsaki küla juures.",
VRA-2638,VRK-1001,66eabc972e92de098dfcb36d,2638,II/3,1921-08-26,"Ratsa polgu wanemale alamohwitserile Jaak KOIK’ile, hinnates wahwust, mis Teie üles näidanud lahingus 30 aprillil 1919 a. Wedsaki küla juures.",
VRA-2639,VRK-0547,66eabc3d2e92de098dfc9c95,2639,II/3,1921-08-26,"Ratsa polgu wahtmeistrile Jaan HIRJEL’ile, hinnates wahwust, mis Teie üles näidanud luurekäigul 7 aprillil 1919 a. Pulli-Henno küla ja Ala-Murati mõisa juures.",
VRA-2640,VRK-1322,66eabccf2e92de098dfcc3ae,2640,II/3,1921-08-26,"6 jalawäe polgu reamehele, Aleksander LILLEMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus Karwaldai mõisa all.",
VRA-2641,VRK-2523,66eabd862e92de098dfd009c,2641,II/3,1921-08-26,"3 jalawäe polgu weltweeblile Johan Johani p. SING’ile, hinnates wahwust, mis Teie üles näidanud lahingus 25 mail 1919 a. Kantsi küla all.",
VRA-2642,VRK-0621,66eabc4e2e92de098dfca061,2642,II/3,1921-08-26,"Endisele Meredessant pataljoni ohwitseri asetäitjale Johannes Hansu p. INGEL’ile, hinnates wahwust, mis Teie üles näidanud lahingus 17 oktoobril 1919 a. Kandu küla juures.",
VRA-2643,VRK-1712,66eabd0a2e92de098dfcd77a,2643,II/3,1921-08-26,"S/l „Lembit’u“ wanem-leitnant Mihail Joosepi p. NÕMMIK’ule, hinnates wahwust, mis Teie ülesnäitanud lahingus 18 märtsil 1919 a. Petseri all ja 1 juulil 1919 a. waenlase tule all miiniristleja „Lennuki“ lõhkenud aurutoru parandades.",
VRA-2644,VRK-2685,66eabd9f2e92de098dfd08bc,2644,II/3,1921-08-26,"Soomusauto „Wibuane“ alamkaptenile Karl Jakobi p. TAMMEKAND’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus öösel 24 nowembril 1919 a. Fitinka küla juures.",Täpsustus: vägiteo sooritamise ajal 4. jalaväepolgu 3. kuulipildujate roodu vanemohvitser. [J.P.]
VRA-2645,VRK-2249,66eabd5e2e92de098dfcf2aa,2645,II/3,1921-08-26,"Kalewi Malewa polgu alamkaptenile Jaan RIISENBERG’i-le, hinnates wahwust, mis Teie üles näidanud lahingus 24 nowembril 1919 a. Moglino jaama juures.",
VRA-2646,VRK-2313,66eabd672e92de098dfcf5f2,2646,II/3,1921-08-26,"Ratsa polgu alamleitnandile Rudolf Johannese p. LUDWIG’ile, hinnates wahwust, mis Teie üles näidanud lahingus 2 juunil 1919 a. Laudoni mõisa waldamisel ja samanimelise silla peastmisel õhkulaskmisest.",
VRA-2647,VRK-2218,66eabd592e92de098dfcf123,2647,II/3,1921-08-26,"Ratsa polgu alamkaptenile Konstantin Gustawi p. REITEL’ile, hinnates wahwust, mis Teie üles näidanud lahingus öösel 25 märtsil 1919 a. Auguri, Jannseni ja Tõnometsa külade waldamisel.",
VRA-2648,VRK-1585,66eabcf62e92de098dfcd121,2648,II/3,1921-08-26,"5 jalawäe polgu alamkaptenile Karl Jüri p. MIIL’ile, hinnates wahwust, mis Teie üles näidanud lahingus 15–17 juulil 1919 a. Konkotino mõisa ja Podlipje küla waldamisel.",
VRA-2649,VRK-0725,66eabc602e92de098dfca579,2649,I/3,1921-11-02,"Sõjawäe esitajale Latwias, kapten Julius Andrese p. JÜRGENSON’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud sõjawäe esitajana Latwias.",
VRA-2650,VRK-2812,66eabdb32e92de098dfd0f18,2650,I/3,1921-11-02,"Sõjawäe esitajale Leedumaal, leitnant August Jaani p. SCHMIDT’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud sõjawäe esitajana Leedumaal.",
VRA-2651,VRK-0713,66eabc5f2e92de098dfca4f5,2651,I/3,1921-11-02,"Sõjawäe esitajale Poolamaal, alampolkownik Jaan Jaani p. JUNKUR’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud sõjawäe esitajana Poolamaal.",
VRA-2652,VRK-1245,66eabcc42e92de098dfcbfdf,2652,I/3,1921-11-02,"Endisele sõjawäe esitajale Soomes, kapten Leo Peetri p. LAURSON’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud sõjawäe esindajana Soomes.",
VRA-2653,VRK-2483,66eabd812e92de098dfcfe98,2653,I/3,1920-05-18,"Wanem käskudetäitja ohwitser sõjawäe ülemjuhataja staabi juures, leitnant Elmar Tõnise p. SCHIFFER’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud 1918 a. Ühenduse loomisel ajutise Walitsuse liigete wahel Tallinnas ja Petrogradis ning Wabadussõja kestusel Ülemjuhataja staabi majanduse ja sisemise korra organiseerimisel.",
VRA-2654,VRK-2444,66eabd7b2e92de098dfcfc8c,2654,I/2,1920-05-18,"Polkownik Aleksander Mihkli p. SEIMANN’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Wabadussõja kestusel 4. jalawäe polgu formeerimisel, korraldamisel ja juhtimisel.",
VRA-2655,VRK-1995,66eabd362e92de098dfce5b4,2655,I/1,1922-06-02,"Marszalek Jozef PILSUDSKI’le, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Eesti Wabariigile wabaduswõitluses Wene enamlastega, juhtides kindlal käel iseseiswa Poola Riigipea- ja Sõjawägede Ülemjuhatajana Poola wabaduswõitlust, mis oli sihitud meie ühise waenlase wastu, kogu aeg wiimasele raskeid kaotusi sünnitades ning sidudes waenlase suuremaid jõude oma wäerinna külge, mis meie wõitlusele kergendawalt kaasa mõjus ja meile lõpulikku wõitu kätte aitas saawutada.",
VRA-2656,VRK-0257,66eabc0c2e92de098dfc8dda,2656,I/2,1922-06-02,"General-Broni Jozef DOWBOR-MUSNICKI’le, hinnates sõjalisi teenuseid, mis Teie üles näidanud Eesti Wabariigile wabaduswõitluses Wene enamlastega Poola Poosenimaa („Wielkopolska“) wäeosade korraldajana, kes oma hiilgawate wõitudega meie ühise waenlase üle ka meile lõpuliku wõidu aidanud kätte saada.",
VRA-2657,VRK-0442,66eabc2c2e92de098dfc973e,2657,I/2,1922-06-02,"General-Broni Jozef HALLER’ile, hinnates sõjalisi teenuseid, mis Teie üles näidanud Eesti Wabariigile wabaduswõitluses Wene enamlaste wastu, organiseerides Poolas omanimelise „Halleri armee“, kelle hiilgawad wõitlused meie ühise waenlase üle suurt mõju awaldasid meie wäerinna peale, aidates meile lõplikku wõitu saawutada.",
