Kavaler_EID,Surname,Forename,Name
66d84cb2f2daf46b314450ea,BALODIS,Jānis,"BALODIS, Jānis"
66d84cb3f2daf46b3144510b,MIGLAVS,Jānis,"MIGLAVS, Jānis"
66d84cb3f2daf46b31445108,BERĶIS,Krišjānis,"BERĶIS, Krišjānis"
66d84cb3f2daf46b3144510a,IVANSONS,Oskars Arveds,"IVANSONS, Oskars Arveds"
66d84cb3f2daf46b31445109,PIIP,Ants,"PIIP, Ants"
66d84cb3f2daf46b3144510c,BREDE,Herbet-Lorenz-Georg,"BREDE, Herbet-Lorenz-Georg"
66d84cb3f2daf46b3144512d,HELLAT,Jüri,"HELLAT, Jüri"
66d84cb3f2daf46b3144512b,WEISS,Constantin-Alexander-Clemens,"WEISS, Constantin-Alexander-Clemens"
66d84cb3f2daf46b3144512c,KAULER,Hugo-Eduard,"KAULER, Hugo-Eduard"
66d84cb3f2daf46b3144512e,PULK,Aleksander-Voldemar,"PULK, Aleksander-Voldemar"
66d84cb3f2daf46b31445130,OSTROV,Mihkel,"OSTROV, Mihkel"
66d84cb3f2daf46b3144514f,KASK,Aleksander,"KASK, Aleksander"
66d84cb3f2daf46b3144514e,REIMANN,Gustav-Oskar,"REIMANN, Gustav-Oskar"
66d84cb3f2daf46b31445150,TALLENTS,Stephen George,"TALLENTS, Stephen George"
66d84cb3f2daf46b31445151,GADE,John Allyne,"GADE, John Allyne"
66d84cb3f2daf46b31445152,SMYTHIES,Lancelot Alan,"SMYTHIES, Lancelot Alan"
66d84cb3f2daf46b31445173,KURVITS,Ants,"KURVITS, Ants"
66d84cb3f2daf46b31445172,MUTT,Viktor,"MUTT, Viktor"
66d84cb3f2daf46b31445171,STERNBECK,Otto,"STERNBECK, Otto"
66d84cb3f2daf46b31445174,RAUDVERE,Oskar-Aleksander,"RAUDVERE, Oskar-Aleksander"
66d84cb3f2daf46b31445177,AHMAN,Eduard,"AHMAN, Eduard"
66d84cb4f2daf46b31445196,OJASOON,Albert,"OJASOON, Albert"
66d84cb4f2daf46b31445198,TULNOLA,Hengo,"TULNOLA, Hengo"
66d84cb4f2daf46b31445195,RAUDNE,Osvald,"RAUDNE, Osvald"
66d84cb4f2daf46b31445194,TÄHT,Rein,"TÄHT, Rein"
66d84cb4f2daf46b31445197,ENGMAA,Arved-Johannes,"ENGMAA, Arved-Johannes"
66d84cb4f2daf46b314451ba,MARDER,Villem-Gustav,"MARDER, Villem-Gustav"
66d84cb4f2daf46b314451b7,NEGGO,Edgar-Richard,"NEGGO, Edgar-Richard"
66d84cb4f2daf46b314451b9,RISTOJA,Karl,"RISTOJA, Karl"
66d84cb4f2daf46b314451b8,EVERTSON,Arnold-Robert,"EVERTSON, Arnold-Robert"
66d84cb4f2daf46b314451bb,TÕNSO,Ferdinad-Voldemar,"TÕNSO, Ferdinad-Voldemar"
66d84cb4f2daf46b314451da,TEDER,Aleksander,"TEDER, Aleksander"
66d84cb4f2daf46b314451dd,KURSK,Emil-Aleksander-Leonhard,"KURSK, Emil-Aleksander-Leonhard"
66d84cb4f2daf46b314451db,MOIK,Bernhard-Johanes,"MOIK, Bernhard-Johanes"
66d84cb4f2daf46b314451de,RAUDSEPP,Rudolf,"RAUDSEPP, Rudolf"
66d84cb4f2daf46b314451df,OSTRAT,Johann,"OSTRAT, Johann"
66d84cb4f2daf46b31445201,TULFF,Karl-Johannes,"TULFF, Karl-Johannes"
66d84cb4f2daf46b314451ff,LESSEL,Richard-Vilhelm-Paul,"LESSEL, Richard-Vilhelm-Paul"
66d84cb4f2daf46b31445200,RAZUMOV,Georgi,"RAZUMOV, Georgi"
66d84cb4f2daf46b314451fe,VIHMANN,Johannes,"VIHMANN, Johannes"
66d84cb4f2daf46b314451fd,PIIR,Rudolf,"PIIR, Rudolf"
66d84cb5f2daf46b31445221,JÕGI,Johannes,"JÕGI, Johannes"
66d84cb5f2daf46b31445220,LEMBRA,Johannes,"LEMBRA, Johannes"
66d84cb5f2daf46b31445222,LINTS,Rudolf-Johannes,"LINTS, Rudolf-Johannes"
66d84cb5f2daf46b31445223,PIPERAL,Mihkel,"PIPERAL, Mihkel"
66d84cb5f2daf46b31445224,ROSALK,Aleksander,"ROSALK, Aleksander"
66d84cb5f2daf46b31445244,LUIK,Richard-August,"LUIK, Richard-August"
66d84cb5f2daf46b31445245,FEOFANOV,Georgi,"FEOFANOV, Georgi"
66d84cb5f2daf46b31445246,PIHO,Rudolf,"PIHO, Rudolf"
66d84cb5f2daf46b31445243,POBOL,August,"POBOL, August"
66d84cb5f2daf46b31445247,TANILAS,Paul,"TANILAS, Paul"
66d84cb5f2daf46b3144526a,TAEKER,Julius-Alexander,"TAEKER, Julius-Alexander"
66d84cb5f2daf46b31445266,MEEL,Konstantin,"MEEL, Konstantin"
66d84cb5f2daf46b31445268,LINK,Nikolai-Vilhelm,"LINK, Nikolai-Vilhelm"
66d84cb5f2daf46b31445269,HEINRICHSEN,Edgar-Georg-Heinrich,"HEINRICHSEN, Edgar-Georg-Heinrich"
66d84cb5f2daf46b31445267,MÖLLERSON,Rudolph-Alexander,"MÖLLERSON, Rudolph-Alexander"
66d84cb5f2daf46b3144528a,SAARNOK,Leo,"SAARNOK, Leo"
66d84cb5f2daf46b3144528b,ANGELUS,Oskar-Georg-Richard,"ANGELUS, Oskar-Georg-Richard"
66d84cb5f2daf46b3144528d,ABRAMS,Bernhard-Johannes,"ABRAMS, Bernhard-Johannes"
66d84cb5f2daf46b31445289,HINNOM,Arnold-Johannes,"HINNOM, Arnold-Johannes"
66d84cb5f2daf46b3144528c,RANDLA,Jüri,"RANDLA, Jüri"
66d84cb6f2daf46b314452ae,SAEMETS,Harry-Reinhold,"SAEMETS, Harry-Reinhold"
66d84cb6f2daf46b314452ac,KOIK,Allo,"KOIK, Allo"
66d84cb6f2daf46b314452ad,REMMA,Mihkel,"REMMA, Mihkel"
66d84cb6f2daf46b314452b0,MELTS,Eduard-Kristjan,"MELTS, Eduard-Kristjan"
66d84cb6f2daf46b314452b2,LUGUS,Jaan,"LUGUS, Jaan"
66d84cb6f2daf46b314452d5,VESTEL,Georg-Hugo,"VESTEL, Georg-Hugo"
66d84cb6f2daf46b314452d0,BERGMANN,Martin-Friedrich,"BERGMANN, Martin-Friedrich"
66d84cb6f2daf46b314452cf,VILLEMI,Paul-Aleksander,"VILLEMI, Paul-Aleksander"
66d84cb6f2daf46b314452d4,TAKEL,Aleksander,"TAKEL, Aleksander"
66d84cb6f2daf46b314452d1,VASKO,Johannes-Rudolph,"VASKO, Johannes-Rudolph"
66d84cb6f2daf46b314452f6,HÄNNINEN,Mikko,"HÄNNINEN, Mikko"
66d84cb6f2daf46b314452f4,SALU,Jüri,"SALU, Jüri"
66d84cb6f2daf46b314452f2,BARTELS,Ado,"BARTELS, Ado"
66d84cb6f2daf46b314452f3,LAURSON,August,"LAURSON, August"
66d84cb6f2daf46b314452f5,KLETTENBERG,Aleksander,"KLETTENBERG, Aleksander"
66d84cb6f2daf46b31445316,PUIDAK,Heinrich,"PUIDAK, Heinrich"
66d84cb6f2daf46b31445315,GENGELBACH,Valter-Friedrich,"GENGELBACH, Valter-Friedrich"
66d84cb6f2daf46b31445318,TÕLLASEPP,Jaan,"TÕLLASEPP, Jaan"
66d84cb6f2daf46b31445317,MUST,Johannes,"MUST, Johannes"
66d84cb6f2daf46b31445319,MILLISTFER,Johan,"MILLISTFER, Johan"
66d84cb7f2daf46b3144533b,ORAV,August-Karl,"ORAV, August-Karl"
66d84cb7f2daf46b31445339,LARVEN,Johannes-Alfred,"LARVEN, Johannes-Alfred"
66d84cb7f2daf46b31445338,KOIK,Jaak,"KOIK, Jaak"
66d84cb7f2daf46b3144533c,HIRJEL,Jaan,"HIRJEL, Jaan"
66d84cb7f2daf46b3144533a,LILLEMAA,Aado,"LILLEMAA, Aado"
66d84cb7f2daf46b3144535e,SING,Johan,"SING, Johan"
66d84cb7f2daf46b3144535d,INGEL,Johannes,"INGEL, Johannes"
66d84cb7f2daf46b3144535c,NÕMMIK,Mihkel,"NÕMMIK, Mihkel"
66d84cb7f2daf46b3144535f,TAMMEKAND,Kaarel-Ruudolf,"TAMMEKAND, Kaarel-Ruudolf"
66d84cb7f2daf46b3144535b,RIISENBERG,Jaan,"RIISENBERG, Jaan"
66d84cb7f2daf46b31445380,RÜNK,Rudolf-Johannes,"RÜNK, Rudolf-Johannes"
66d84cb7f2daf46b3144537e,REITEL,Konstantin-Aleksander,"REITEL, Konstantin-Aleksander"
66d84cb7f2daf46b3144537f,MIIL,Karl,"MIIL, Karl"
66d84cb7f2daf46b31445382,JÜRGENSON,Julius,"JÜRGENSON, Julius"
66d84cb7f2daf46b31445381,TORMA,August-Johannes,"TORMA, August-Johannes"
66d84cb8f2daf46b314453a1,JUNKUR,Jaan,"JUNKUR, Jaan"
66d84cb8f2daf46b314453a5,LAURSON,Leo,"LAURSON, Leo"
66d84cb8f2daf46b314453a2,SIHVRE,Elmar,"SIHVRE, Elmar"
66d84cb8f2daf46b314453a3,PIŁSUDSKI,Józef Klemens,"PIŁSUDSKI, Józef Klemens"
66d84cb8f2daf46b314453a6,DOWBOR-MUŚNICKI,Józef,"DOWBOR-MUŚNICKI, Józef"
66d84cb8f2daf46b314453c9,HALLER de HALLENBURG,Józef,"HALLER de HALLENBURG, Józef"
66d84cb8f2daf46b314453c4,SZEPTYCKI,Stanisław Maria Jan Teofil,"SZEPTYCKI, Stanisław Maria Jan Teofil"
66d84cb8f2daf46b314453c6,SOSNKOWSKI,Kazimierz,"SOSNKOWSKI, Kazimierz"
66d84cb8f2daf46b314453c7,SIKORSKI,Władysław Eugeniusz,"SIKORSKI, Władysław Eugeniusz"
66d84cb8f2daf46b314453c5,ROZWADOWSKI,Tadeusz,"ROZWADOWSKI, Tadeusz"
66d84cb8f2daf46b314453e8,HALLER de HALLENBURG,Stanisław,"HALLER de HALLENBURG, Stanisław"
66d84cb8f2daf46b314453e7,RYDZ-ŚMIGŁY,Edward,"RYDZ-ŚMIGŁY, Edward"
66d84cb8f2daf46b314453e9,IWASZKIEWICZ-RUDOSZAŃSKI,Wacław Teodor,"IWASZKIEWICZ-RUDOSZAŃSKI, Wacław Teodor"
66d84cb8f2daf46b314453ef,RYBAK,Józef Artur,"RYBAK, Józef Artur"
66d84cb8f2daf46b314453ea,MATUSZEWSKI,Ignacy Hugo,"MATUSZEWSKI, Ignacy Hugo"
66d84cb9f2daf46b3144540c,PISKOR,Tadeuz Ludwik,"PISKOR, Tadeuz Ludwik"
66d84cb9f2daf46b3144540b,LAUDAŃSKI,Stanisław Antoni,"LAUDAŃSKI, Stanisław Antoni"
66d84cb9f2daf46b3144540a,NOYES,Durrell L.,"NOYES, Durrell L."
66d84cb9f2daf46b3144540d,YOUNG,Evan Erastus,"YOUNG, Evan Erastus"
66d84cb9f2daf46b3144540e,WILTON,Ernest Colville Collins,"WILTON, Ernest Colville Collins"
66d84cb9f2daf46b3144542f,ENCKELL,Carl Johan Alexis,"ENCKELL, Carl Johan Alexis"
66d84cb9f2daf46b3144542d,LAIPMANN,Aleksander-Hans,"LAIPMANN, Aleksander-Hans"
66d84cb9f2daf46b31445430,HANSEN,Edgar-Harry-Hermann,"HANSEN, Edgar-Harry-Hermann"
66d84cb9f2daf46b3144542e,BUCK,Arnold,"BUCK, Arnold"
66d84cb9f2daf46b31445431,SANGERNEBO,Elmar,"SANGERNEBO, Elmar"
66d84cb9f2daf46b31445455,KÜNNAPUU,Johan,"KÜNNAPUU, Johan"
66d84cb9f2daf46b31445451,SOOVIK,Edgar-Jaan,"SOOVIK, Edgar-Jaan"
66d84cb9f2daf46b31445450,BACHMANN,Egon-Adam,"BACHMANN, Egon-Adam"
66d84cb9f2daf46b31445454,SAAR,Eduard,"SAAR, Eduard"
66d84cb9f2daf46b31445453,OJA,Jaan,"OJA, Jaan"
66d84cb9f2daf46b31445474,TAMM,Julius,"TAMM, Julius"
66d84cb9f2daf46b31445473,ERIK,Voldemar (uus tunnistus),"ERIK, Voldemar (uus tunnistus)"
66d84cb9f2daf46b31445475,SALMINEN,Aarne Antero Johannes,"SALMINEN, Aarne Antero Johannes"
66d84cb9f2daf46b3144547d,JUUTILAINEN,Viljo,"JUUTILAINEN, Viljo"
66d84cb9f2daf46b31445478,LINDELL,Leo Oskar,"LINDELL, Leo Oskar"
66d84cbaf2daf46b31445496,PETRAMAA,Tiera,"PETRAMAA, Tiera"
66d84cbaf2daf46b31445497,BROCK,Fredrik,"BROCK, Fredrik"
66d84cbaf2daf46b31445499,UNTOLAHTI,Herman,"UNTOLAHTI, Herman"
66d84cbaf2daf46b31445498,LAMPINEN,Onni Johannes,"LAMPINEN, Onni Johannes"
66d84cbaf2daf46b3144549a,KARPPI,Toivo Hannes,"KARPPI, Toivo Hannes"
66d84cbaf2daf46b314454bc,OKSMAN,Juho,"OKSMAN, Juho"
66d84cbaf2daf46b314454bd,PENNOLA,Martti,"PENNOLA, Martti"
66d84cbaf2daf46b314454ba,RÄINÄ,Aslak Juho Aukusti,"RÄINÄ, Aslak Juho Aukusti"
66d84cbaf2daf46b314454bb,MATSON,Alexander,"MATSON, Alexander"
66d84cbaf2daf46b314454b9,MÄLKÖNEN,Aino,"MÄLKÖNEN, Aino"
66d84cbaf2daf46b314454dd,HEIKKILÄ,Paul,"HEIKKILÄ, Paul"
66d84cbaf2daf46b314454dc,THAVENIUS,Lars Ludvig,"THAVENIUS, Lars Ludvig"
66d84cbaf2daf46b314454de,SIPPOLA,Kalervo Kuudes Veikko,"SIPPOLA, Kalervo Kuudes Veikko"
66d84cbaf2daf46b314454df,RUDA,Viktor Einar,"RUDA, Viktor Einar"
66d84cbaf2daf46b314454e0,WILÉN,August Waldemar,"WILÉN, August Waldemar"
66d84cbaf2daf46b314454ff,AULO,Onni Valdemar,"AULO, Onni Valdemar"
66d84cbaf2daf46b31445502,KLING,Nils Wilhelm,"KLING, Nils Wilhelm"
66d84cbaf2daf46b31445500,NIKANDER,Edvard Johannes,"NIKANDER, Edvard Johannes"
66d84cbaf2daf46b31445501,NIEMI,,NIEMI
66d84cbaf2daf46b31445504,PARVIAINEN,Matti Pietari,"PARVIAINEN, Matti Pietari"
66d84cbbf2daf46b31445525,GUSTAFSSON,Axel Magnus,"GUSTAFSSON, Axel Magnus"
66d84cbbf2daf46b31445522,GUSTAFSSON,Herman,"GUSTAFSSON, Herman"
66d84cbbf2daf46b31445524,GUSTAFSSON,Einar,"GUSTAFSSON, Einar"
66d84cbbf2daf46b31445523,SANDSTRÖM,Lauri Jonathan,"SANDSTRÖM, Lauri Jonathan"
66d84cbbf2daf46b31445526,LINDROOS,Sven Edvard,"LINDROOS, Sven Edvard"
66d84cbbf2daf46b31445549,PULKKINEN,Otto Arvid,"PULKKINEN, Otto Arvid"
66d84cbbf2daf46b31445547,VECKSTRÖM,Markus,"VECKSTRÖM, Markus"
66d84cbbf2daf46b31445546,BERG,Karl,"BERG, Karl"
66d84cbbf2daf46b31445545,LINDROOS,Guido Gideon,"LINDROOS, Guido Gideon"
66d84cbbf2daf46b31445548,VIRTANEN,Erik Anton,"VIRTANEN, Erik Anton"
66d84cbbf2daf46b3144556a,KIHLSTRÖM,Edmund Alexander,"KIHLSTRÖM, Edmund Alexander"
66d84cbbf2daf46b31445569,FORSBERG,Nils,"FORSBERG, Nils"
66d84cbbf2daf46b3144556b,SJÖSTRÖM,Edgar,"SJÖSTRÖM, Edgar"
66d84cbbf2daf46b31445568,SITINSKIJ,Georg,"SITINSKIJ, Georg"
66d84cbbf2daf46b3144556c,JOHANSSON,Valter,"JOHANSSON, Valter"
66d84cbbf2daf46b3144558b,LINDSTRÖM,John,"LINDSTRÖM, John"
66d84cbbf2daf46b3144558e,LINDSTRÖM,Georg Richard,"LINDSTRÖM, Georg Richard"
66d84cbbf2daf46b3144558f,RIIPOLA,Uuno Konstantin,"RIIPOLA, Uuno Konstantin"
66d84cbbf2daf46b3144558d,KALEVA,Viljo,"KALEVA, Viljo"
66d84cbbf2daf46b3144558c,PESONEN,Lauri Immanuel,"PESONEN, Lauri Immanuel"
66d84cbcf2daf46b314455b0,TUOMINEN,August,"TUOMINEN, August"
66d84cbcf2daf46b314455b1,LAINE,Kaarlo,"LAINE, Kaarlo"
66d84cbcf2daf46b314455ae,DRAKE,Karl Einar,"DRAKE, Karl Einar"
66d84cbcf2daf46b314455af,HOLOPAINEN,Eino,"HOLOPAINEN, Eino"
66d84cbcf2daf46b314455b2,BLOMQVIST,Karl Lauri,"BLOMQVIST, Karl Lauri"
66d84cbcf2daf46b314455d4,WITTING,Emil Nikolai,"WITTING, Emil Nikolai"
66d84cbcf2daf46b314455d2,HÄRKÖNEN,Jussi,"HÄRKÖNEN, Jussi"
66d84cbcf2daf46b314455d1,ROSENQVIST,Georg,"ROSENQVIST, Georg"
66d84cbcf2daf46b314455d3,NYSTRÖM Karl Erik,,NYSTRÖM Karl Erik
66d84cbcf2daf46b314455d5,LÄHTEENMÄKI,Paavo Oskar,"LÄHTEENMÄKI, Paavo Oskar"
66d84cbcf2daf46b314455f6,AALTONEN,Arvo Aatto,"AALTONEN, Arvo Aatto"
66d84cbcf2daf46b314455f4,LINDÉN,Arvid Johannes,"LINDÉN, Arvid Johannes"
66d84cbcf2daf46b314455f5,STENBERG,Elias,"STENBERG, Elias"
66d84cbcf2daf46b314455f7,RIIHINEN,Onni Hjalmar,"RIIHINEN, Onni Hjalmar"
66d84cbcf2daf46b314455f8,LASSILA,Helge Emil,"LASSILA, Helge Emil"
66d84cbcf2daf46b31445618,KONTTAJÄRVI,Juho Albanus,"KONTTAJÄRVI, Juho Albanus"
66d84cbcf2daf46b31445619,SAXÉN,Alvar Inge,"SAXÉN, Alvar Inge"
66d84cbcf2daf46b3144561a,PELIN,Joel Jeremias,"PELIN, Joel Jeremias"
66d84cbcf2daf46b31445617,EHNROTH,Martin August,"EHNROTH, Martin August"
66d84cbcf2daf46b3144561b,HÅKANSSON,Lars,"HÅKANSSON, Lars"
66d84cbdf2daf46b3144563b,SAARI,Urho Johannes,"SAARI, Urho Johannes"
66d84cbdf2daf46b3144563a,NIEMI,Lauri,"NIEMI, Lauri"
66d84cbdf2daf46b3144563d,VOLLERT,Karl,"VOLLERT, Karl"
66d84cbdf2daf46b3144563c,KULMALA,Emil,"KULMALA, Emil"
66d84cbdf2daf46b3144563e,OLSSON,Valdemar,"OLSSON, Valdemar"
66d84cbdf2daf46b3144565d,LARSSON,Alfred,"LARSSON, Alfred"
66d84cbdf2daf46b3144565e,REINLUND,Karl Villiam,"REINLUND, Karl Villiam"
66d84cbdf2daf46b3144565f,OLSSON,Tauno,"OLSSON, Tauno"
66d84cbdf2daf46b31445660,EKBLOM,Bertil,"EKBLOM, Bertil"
66d84cbdf2daf46b31445661,STENBERG,Karl Herman,"STENBERG, Karl Herman"
66d84cbdf2daf46b31445683,TORNBERG,Henrik Mikael,"TORNBERG, Henrik Mikael"
66d84cbdf2daf46b31445681,RIHTNIEMI,Elja,"RIHTNIEMI, Elja"
66d84cbdf2daf46b31445682,KOSKELAINEN,Yrjö,"KOSKELAINEN, Yrjö"
66d84cbdf2daf46b31445680,ZIDBÄCK,John Elis,"ZIDBÄCK, John Elis"
66d84cbdf2daf46b31445685,ERONEN,Leo Daniel,"ERONEN, Leo Daniel"
66d84cbdf2daf46b314456a5,RAITIO,Martti Ilmari,"RAITIO, Martti Ilmari"
66d84cbdf2daf46b314456a4,POHJANPALO,Toivo Ilmari,"POHJANPALO, Toivo Ilmari"
66d84cbdf2daf46b314456a3,VÄÄNÄNEN,Aatami Eenokki,"VÄÄNÄNEN, Aatami Eenokki"
66d84cbdf2daf46b314456a6,BJÖRKSTEN,Thure Gustav Alfred af,"BJÖRKSTEN, Thure Gustav Alfred af"
66d84cbdf2daf46b314456a8,OSMA,Yrjö,"OSMA, Yrjö"
66d84cbef2daf46b314456ca,RAUTANEN,Lauri Kustaa Waldemar,"RAUTANEN, Lauri Kustaa Waldemar"
66d84cbef2daf46b314456c6,HORNBORG,Ingrid Margareta,"HORNBORG, Ingrid Margareta"
66d84cbef2daf46b314456c7,ALMQVIST,Johan Gustaf,"ALMQVIST, Johan Gustaf"
66d84cbef2daf46b314456c8,TUOMINEN,Johan,"TUOMINEN, Johan"
66d84cbef2daf46b314456cd,LINDQVIST,Gunnar Isak,"LINDQVIST, Gunnar Isak"
66d84cbef2daf46b314456ec,KUOKKANEN,Eero Kustaa,"KUOKKANEN, Eero Kustaa"
66d84cbef2daf46b314456ee,LAURAMO,Ludvig,"LAURAMO, Ludvig"
66d84cbef2daf46b314456ea,KURKINEN,Martta,"KURKINEN, Martta"
66d84cbef2daf46b314456e9,KIVEKÄS,Kaarlo Edvard,"KIVEKÄS, Kaarlo Edvard"
66d84cbef2daf46b314456eb,ABŁAMOWICZ,Konstanty,"ABŁAMOWICZ, Konstanty"
66d84cbef2daf46b31445710,HASMANIS,Viktors,"HASMANIS, Viktors"
66d84cbef2daf46b3144570c,DRYMMER,Wiktor Tomir,"DRYMMER, Wiktor Tomir"
66d84cbef2daf46b3144570f,LIBLIK,August (uus tunnistus),"LIBLIK, August (uus tunnistus)"
66d84cbef2daf46b3144570d,HUSSAR,August (uus tunnistus),"HUSSAR, August (uus tunnistus)"
66d84cbef2daf46b3144570e,PÄRN,Magnus-Evald (uus tunnistus),"PÄRN, Magnus-Evald (uus tunnistus)"
66d84cbef2daf46b3144572f,OLL,Vassili (uus tunnistus),"OLL, Vassili (uus tunnistus)"
66d84cbef2daf46b31445735,MAISAAR,Jaanus-Karl (uus tunnistus),"MAISAAR, Jaanus-Karl (uus tunnistus)"
66d84cbef2daf46b31445730,SEPP,Johannes (uus tunnistus),"SEPP, Johannes (uus tunnistus)"
66d84cbef2daf46b31445734,LEETMAA,Ado (uus tunnistus),"LEETMAA, Ado (uus tunnistus)"
66d84cbef2daf46b31445733,SELVET,Aleksander-Oskar (uus tunnistus),"SELVET, Aleksander-Oskar (uus tunnistus)"
66d84cbff2daf46b31445756,KAUP,Jaan (uus tunnistus),"KAUP, Jaan (uus tunnistus)"
66d84cbff2daf46b31445754,PRUS-BOGUSŁAWSKI,Stanisław,"PRUS-BOGUSŁAWSKI, Stanisław"
66d84cbff2daf46b31445752,KAPTEIN,Rudolf,"KAPTEIN, Rudolf"
66d84cbff2daf46b31445753,PESUR,Albert,"PESUR, Albert"
66d84cbff2daf46b31445755,KIVINURM,Alfred-Ferdinand,"KIVINURM, Alfred-Ferdinand"
66d84cbff2daf46b3144577a,KENG,August,"KENG, August"
66d84cbff2daf46b31445778,ROSSLÄNDER,Herman,"ROSSLÄNDER, Herman"
66d84cbff2daf46b31445776,KÕU,Jaak,"KÕU, Jaak"
66d84cbff2daf46b31445777,SAARUP,August,"SAARUP, August"
66d84cbff2daf46b31445775,AIMLA,Rudolf,"AIMLA, Rudolf"
66d84cbff2daf46b3144579a,MUINASMAA,Jaan,"MUINASMAA, Jaan"
66d84cbff2daf46b31445798,LÕHMUS,Ants,"LÕHMUS, Ants"
66d84cbff2daf46b3144579b,TRAKSMAA,August,"TRAKSMAA, August"
66d84cbff2daf46b31445799,PREI,Jakob,"PREI, Jakob"
66d84cbff2daf46b3144579d,MARIPUU,Villem,"MARIPUU, Villem"
66d84cbff2daf46b314457bb,RIIK,Alexander,"RIIK, Alexander"
66d84cbff2daf46b314457be,ADISSOO,Villem,"ADISSOO, Villem"
66d84cbff2daf46b314457bc,LOSSMANN,Tõnis,"LOSSMANN, Tõnis"
66d84cbff2daf46b314457bd,GOLUBEV,Aleksander,"GOLUBEV, Aleksander"
66d84cbff2daf46b314457bf,HOLM,Theodor-Gustaf,"HOLM, Theodor-Gustaf"
66d84cc0f2daf46b314457e2,BERG,Victor-Aleksander,"BERG, Victor-Aleksander"
66d84cc0f2daf46b314457e0,KÜÜN,Edmund-Oskar,"KÜÜN, Edmund-Oskar"
66d84cc0f2daf46b314457e1,STAMM,Leonhard-Johann-Gottfried,"STAMM, Leonhard-Johann-Gottfried"
66d84cc0f2daf46b314457de,RAUTSMA,Juhan,"RAUTSMA, Juhan"
66d84cc0f2daf46b314457df,DAMPF,Alfred-Michael-Harald,"DAMPF, Alfred-Michael-Harald"
66d84cc0f2daf46b31445809,JÜRGENS,Jakob,"JÜRGENS, Jakob"
66d84cc0f2daf46b31445803,POKKATZ,August,"POKKATZ, August"
66d84cc0f2daf46b31445802,PARKJA,Jaan,"PARKJA, Jaan"
66d84cc0f2daf46b31445801,PEDIUS,August,"PEDIUS, August"
66d84cc0f2daf46b31445804,GROSS,Friedrich-Bruno,"GROSS, Friedrich-Bruno"
66d84cc0f2daf46b31445827,PÕHAKO,Kristjan,"PÕHAKO, Kristjan"
66d84cc0f2daf46b31445824,LUTS,Johannes,"LUTS, Johannes"
66d84cc0f2daf46b31445825,PASTAK,Gustav-Aleksander,"PASTAK, Gustav-Aleksander"
66d84cc0f2daf46b31445826,INGELMANN,Andreas,"INGELMANN, Andreas"
66d84cc0f2daf46b31445828,LEEDMAA,Villem,"LEEDMAA, Villem"
66d84cc0f2daf46b31445848,UIBO,Aleksander,"UIBO, Aleksander"
66d84cc0f2daf46b3144584b,KESKÜLA,Aleksander,"KESKÜLA, Aleksander"
66d84cc0f2daf46b31445847,NUTT,Juhan,"NUTT, Juhan"
66d84cc0f2daf46b31445849,AALBERG,Aleksander-Leopold,"AALBERG, Aleksander-Leopold"
66d84cc0f2daf46b3144584a,KORTIN,Hermann,"KORTIN, Hermann"
66d84cc1f2daf46b3144586b,TURRO,Mart,"TURRO, Mart"
66d84cc1f2daf46b3144586a,TETLOV,Arnold-Engelbert,"TETLOV, Arnold-Engelbert"
66d84cc1f2daf46b3144586e,OLLMANN,Johannes,"OLLMANN, Johannes"
66d84cc1f2daf46b3144586c,NÕMM,Johannes,"NÕMM, Johannes"
66d84cc1f2daf46b3144586d,OTSING,Arnold,"OTSING, Arnold"
66d84cc1f2daf46b3144588e,HERNE,Eduard,"HERNE, Eduard"
66d84cc1f2daf46b3144588f,SARNET,August,"SARNET, August"
66d84cc1f2daf46b31445891,HINTERVALD,Vidrik,"HINTERVALD, Vidrik"
66d84cc1f2daf46b31445890,MEIJEL,Eduard,"MEIJEL, Eduard"
66d84cc1f2daf46b3144588d,UIBOPUU,Sergei,"UIBOPUU, Sergei"
66d84cc1f2daf46b314458b5,REINARTZ,Valdemar-Friedrich,"REINARTZ, Valdemar-Friedrich"
66d84cc1f2daf46b314458b3,HEREM,Paul-Nikolai-Johann,"HEREM, Paul-Nikolai-Johann"
66d84cc1f2daf46b314458b1,ERNA,Pavel,"ERNA, Pavel"
66d84cc1f2daf46b314458b0,TALMAN,Jaan,"TALMAN, Jaan"
66d84cc1f2daf46b314458b2,SUURESAAR,Edgar-Valentin,"SUURESAAR, Edgar-Valentin"
66d84cc2f2daf46b314458d4,KARM,Osvald,"KARM, Osvald"
66d84cc2f2daf46b314458d3,SAAREPERE,Johannes,"SAAREPERE, Johannes"
66d84cc2f2daf46b314458d5,VIIDEMAA,Jakob,"VIIDEMAA, Jakob"
66d84cc2f2daf46b314458d6,VENTSEL,August-Eduard,"VENTSEL, August-Eduard"
66d84cc2f2daf46b314458d7,RIOMAR,Friedrich,"RIOMAR, Friedrich"
66d84cc2f2daf46b314458f9,ILVES,Aleksander,"ILVES, Aleksander"
66d84cc2f2daf46b314458f6,LILLAKAS,Hans,"LILLAKAS, Hans"
66d84cc2f2daf46b314458f7,ROOS,Christoph,"ROOS, Christoph"
66d84cc2f2daf46b314458f8,TERNO,Rudolf,"TERNO, Rudolf"
66d84cc2f2daf46b314458fe,FOLKER,Konstantin-Kristjan-Herbert,"FOLKER, Konstantin-Kristjan-Herbert"
